TOA5,Daylight Savings,,,,,,,
TIMESTAMP,ADJUSTMENT,Q_303_litsec_Avg,,Sample_Count(11),,Total Volume (L),,
3/11/20 16:15,3/11/20 17:15,0.02,1.2,10,114.50,1.2,10,#N/A
3/11/20 16:20,3/11/20 17:20,0.02,1.2,10,120.50,#N/A,#N/A,120.4999986
3/11/20 16:25,3/11/20 17:25,0.01833333,1.0999998,11,126.00,1.0999998,11,#N/A
3/11/20 16:30,3/11/20 17:30,0.02,1.2,11,132.00,#N/A,#N/A,131.9999976
3/11/20 16:35,3/11/20 17:35,0.025,1.5,12,139.50,1.5,12,139.4999976
3/11/20 16:40,3/11/20 17:40,0.025,1.5,13,147.00,1.5,13,146.9999976
3/11/20 16:45,3/11/20 17:45,0.02666667,1.6000002,14,155.00,1.6000002,14,#N/A
3/11/20 16:50,3/11/20 17:50,0.02666667,1.6000002,14,163.00,#N/A,#N/A,162.9999996
3/11/20 16:55,3/11/20 17:55,0.02666667,1.6000002,15,171.00,1.6000002,15,171.0000006
3/11/20 17:00,3/11/20 18:00,0.02333333,1.3999998,16,178.00,1.3999998,16,#N/A
3/11/20 17:05,3/11/20 18:05,0.025,1.5,16,185.50,#N/A,#N/A,185.4999996
3/11/20 17:10,3/11/20 18:10,0.02333333,1.3999998,17,192.50,1.3999998,17,192.4999986
3/11/20 17:15,3/11/20 18:15,0.02166667,1.3000002,18,199.00,1.3000002,18,#N/A
3/11/20 17:20,3/11/20 18:20,0.025,1.5,18,206.50,#N/A,#N/A,206.4999996
3/11/20 17:25,3/11/20 18:25,0.02333333,1.3999998,19,213.50,1.3999998,19,213.4999986
3/11/20 17:30,3/11/20 18:30,0.025,1.5,20,221.00,1.5,20,#N/A
3/11/20 17:35,3/11/20 18:35,0.025,1.5,20,228.50,#N/A,#N/A,228.4999986
3/11/20 17:40,3/11/20 18:40,0.02333333,1.3999998,21,235.50,1.3999998,21,#N/A
3/11/20 17:45,3/11/20 18:45,0.02333333,1.3999998,21,242.50,#N/A,#N/A,242.4999966
3/11/20 17:50,3/11/20 18:50,0.02166667,1.3000002,22,249.00,1.3000002,22,248.9999976
3/11/20 17:55,3/11/20 18:55,0.02166667,1.3000002,23,255.50,1.3000002,23,#N/A
3/11/20 18:00,3/11/20 19:00,0.02166667,1.3000002,23,262.00,#N/A,#N/A,261.9999996
3/11/20 18:05,3/11/20 19:05,0.02,1.2,24,268.00,1.2,24,#N/A
3/11/20 18:10,3/11/20 19:10,0.02166667,1.3000002,24,274.50,#N/A,#N/A,274.5000006
3/11/20 18:15,3/11/20 19:15,0.02,1.2,25,280.50,1.2,25,#N/A
3/11/20 18:20,3/11/20 19:20,0.02,1.2,25,286.50,#N/A,#N/A,286.5000006
3/11/20 18:25,3/11/20 19:25,0.02,1.2,26,292.50,1.2,26,292.5000006
3/11/20 18:30,3/11/20 19:30,0.02,1.2,27,298.50,1.2,27,#N/A
3/11/20 18:35,3/11/20 19:35,0.01833333,1.0999998,27,304.00,#N/A,#N/A,303.9999996
3/11/20 18:40,3/11/20 19:40,0.01833333,1.0999998,28,309.50,1.0999998,28,#N/A
3/11/20 18:45,3/11/20 19:45,0.01833333,1.0999998,28,315.00,#N/A,#N/A,314.9999976
3/11/20 18:50,3/11/20 19:50,0.01666667,1.0000002,29,320.00,1.0000002,29,#N/A
3/11/20 18:55,3/11/20 19:55,0.01833333,1.0999998,29,325.50,#N/A,#N/A,325.4999976
3/11/20 19:00,3/11/20 20:00,0.01666667,1.0000002,30,330.50,1.0000002,30,#N/A
3/11/20 19:05,3/11/20 20:05,0.01666667,1.0000002,30,335.50,#N/A,#N/A,#N/A
3/11/20 19:10,3/11/20 20:10,0.01666667,1.0000002,30,340.50,#N/A,#N/A,#N/A
3/11/20 19:15,3/11/20 20:15,0.015,0.9,30,345.00,#N/A,#N/A,345.0000006
3/11/20 19:20,3/11/20 20:20,0.01666667,1.0000002,31,350.00,1.0000002,31,#N/A
3/11/20 19:25,3/11/20 20:25,0.015,0.9,31,354.50,#N/A,#N/A,#N/A
3/11/20 19:30,3/11/20 20:30,0.015,0.9,31,359.00,#N/A,#N/A,359.0000016
3/11/20 19:35,3/11/20 20:35,0.01333333,0.7999998,32,363.00,0.7999998,32,#N/A
3/11/20 19:40,3/11/20 20:40,0.01333333,0.7999998,32,367.00,#N/A,#N/A,#N/A
3/11/20 19:45,3/11/20 20:45,0.01333333,0.7999998,32,371.00,#N/A,#N/A,#N/A
3/11/20 19:50,3/11/20 20:50,0.01333333,0.7999998,32,375.00,#N/A,#N/A,374.9999976
3/11/20 19:55,3/11/20 20:55,0.01166667,0.7000002,33,378.50,0.7000002,33,#N/A
3/11/20 20:00,3/11/20 21:00,0.01333333,0.7999998,33,382.50,#N/A,#N/A,#N/A
3/11/20 20:05,3/11/20 21:05,0.01166667,0.7000002,33,386.00,#N/A,#N/A,#N/A
3/11/20 20:10,3/11/20 21:10,0.01166667,0.7000002,33,389.50,#N/A,#N/A,389.4999996
3/11/20 20:15,3/11/20 21:15,0.01166667,0.7000002,34,393.00,0.7000002,34,#N/A
3/11/20 20:20,3/11/20 21:20,0.01166667,0.7000002,34,396.50,#N/A,#N/A,#N/A
3/11/20 20:25,3/11/20 21:25,0.01166667,0.7000002,34,400.00,#N/A,#N/A,#N/A
3/11/20 20:30,3/11/20 21:30,0.01,0.6,34,403.00,#N/A,#N/A,403.0000026
3/11/20 20:35,3/11/20 21:35,0.01,0.6,35,406.00,0.6,35,#N/A
3/11/20 20:40,3/11/20 21:40,0.01166667,0.7000002,35,409.50,#N/A,#N/A,#N/A
3/11/20 20:45,3/11/20 21:45,0.01,0.6,35,412.50,#N/A,#N/A,#N/A
3/11/20 20:50,3/11/20 21:50,0.01,0.6,35,415.50,#N/A,#N/A,#N/A
3/11/20 20:55,3/11/20 21:55,0.008333334,0.50000004,35,418.00,#N/A,#N/A,418.0000038
3/11/20 21:00,3/11/20 22:00,0.01,0.6,36,421.00,0.6,36,#N/A
3/11/20 21:05,3/11/20 22:05,0.008333334,0.50000004,36,423.50,#N/A,#N/A,#N/A
3/11/20 21:10,3/11/20 22:10,0.01,0.6,36,426.50,#N/A,#N/A,#N/A
3/11/20 21:15,3/11/20 22:15,0.008333334,0.50000004,36,429.00,#N/A,#N/A,#N/A
3/11/20 21:20,3/11/20 22:20,0.008333334,0.50000004,36,431.50,#N/A,#N/A,#N/A
3/11/20 21:25,3/11/20 22:25,0.008333334,0.50000004,36,434.00,#N/A,#N/A,434.0000046
3/11/20 21:30,3/11/20 22:30,0.006666667,0.40000002,37,436.00,0.40000002,37,#N/A
3/11/20 21:35,3/11/20 22:35,0.008333334,0.50000004,37,438.50,#N/A,#N/A,#N/A
3/11/20 21:40,3/11/20 22:40,0.008333334,0.50000004,37,441.00,#N/A,#N/A,#N/A
3/11/20 21:45,3/11/20 22:45,0.006666667,0.40000002,37,443.00,#N/A,#N/A,#N/A
3/11/20 21:50,3/11/20 22:50,0.006666667,0.40000002,37,445.00,#N/A,#N/A,#N/A
3/11/20 21:55,3/11/20 22:55,0.008333334,0.50000004,37,447.50,#N/A,#N/A,#N/A
3/11/20 22:00,3/11/20 23:00,0.006666667,0.40000002,37,449.50,#N/A,#N/A,449.5000056
3/11/20 22:05,3/11/20 23:05,0.005,0.3,38,451.00,0.3,38,#N/A
3/11/20 22:10,3/11/20 23:10,0.006666667,0.40000002,38,453.00,#N/A,#N/A,#N/A
3/11/20 22:15,3/11/20 23:15,0.006666667,0.40000002,38,455.00,#N/A,#N/A,#N/A
3/11/20 22:20,3/11/20 23:20,0.006666667,0.40000002,38,457.00,#N/A,#N/A,#N/A
3/11/20 22:25,3/11/20 23:25,0.005,0.3,38,458.50,#N/A,#N/A,#N/A
3/11/20 22:30,3/11/20 23:30,0.006666667,0.40000002,38,460.50,#N/A,#N/A,#N/A
3/11/20 22:35,3/11/20 23:35,0.005,0.3,38,462.00,#N/A,#N/A,#N/A
3/11/20 22:40,3/11/20 23:40,0.005,0.3,38,463.50,#N/A,#N/A,#N/A
3/11/20 22:45,3/11/20 23:45,0.005,0.3,38,465.00,#N/A,#N/A,465.000006
3/11/20 22:50,3/11/20 23:50,0.003333333,0.19999998,39,466.00,0.19999998,39,#N/A
3/11/20 22:55,3/11/20 23:55,0.005,0.3,39,467.50,#N/A,#N/A,#N/A
3/11/20 23:00,3/12/20 0:00,0.003333333,0.19999998,39,468.50,#N/A,#N/A,#N/A
3/11/20 23:05,3/12/20 0:05,0.005,0.3,39,470.00,#N/A,#N/A,#N/A
3/11/20 23:10,3/12/20 0:10,0.003333333,0.19999998,39,471.00,#N/A,#N/A,#N/A
3/11/20 23:15,3/12/20 0:15,0.003333333,0.19999998,39,472.00,#N/A,#N/A,#N/A
3/11/20 23:20,3/12/20 0:20,0.005,0.3,39,473.50,#N/A,#N/A,#N/A
3/11/20 23:25,3/12/20 0:25,0.003333333,0.19999998,39,474.50,#N/A,#N/A,#N/A
3/11/20 23:30,3/12/20 0:30,0.003333333,0.19999998,39,475.50,#N/A,#N/A,#N/A
3/11/20 23:35,3/12/20 0:35,0.003333333,0.19999998,39,476.50,#N/A,#N/A,#N/A
3/11/20 23:40,3/12/20 0:40,0.003333333,0.19999998,39,477.50,#N/A,#N/A,#N/A
3/11/20 23:45,3/12/20 0:45,0.003333333,0.19999998,39,478.50,#N/A,#N/A,#N/A
3/11/20 23:50,3/12/20 0:50,0.005,0.3,39,480.00,#N/A,#N/A,#N/A
3/11/20 23:55,3/12/20 0:55,0.001666667,0.10000002,1,480.50,0.10000002,40,#N/A
3/12/20 0:00,3/12/20 1:00,0.003333333,0.19999998,1,481.50,#N/A,#N/A,#N/A
3/12/20 0:05,3/12/20 1:05,0.001666667,0.10000002,1,482.00,#N/A,#N/A,#N/A
3/12/20 0:10,3/12/20 1:10,0.003333333,0.19999998,1,483.00,#N/A,#N/A,#N/A
3/12/20 0:15,3/12/20 1:15,0.003333333,0.19999998,1,484.00,#N/A,#N/A,#N/A
3/12/20 0:20,3/12/20 1:20,0.003333333,0.19999998,1,485.00,#N/A,#N/A,#N/A
3/12/20 0:25,3/12/20 1:25,0.001666667,0.10000002,1,485.50,#N/A,#N/A,#N/A
3/12/20 0:30,3/12/20 1:30,0.003333333,0.19999998,1,486.50,#N/A,#N/A,#N/A
3/12/20 0:35,3/12/20 1:35,0.003333333,0.19999998,1,487.50,#N/A,#N/A,#N/A
3/12/20 0:40,3/12/20 1:40,0.001666667,0.10000002,1,488.00,#N/A,#N/A,#N/A
3/12/20 0:45,3/12/20 1:45,0.003333333,0.19999998,1,489.00,#N/A,#N/A,#N/A
3/12/20 0:50,3/12/20 1:50,0.001666667,0.10000002,1,489.50,#N/A,#N/A,#N/A
3/12/20 0:55,3/12/20 1:55,0.003333333,0.19999998,1,490.50,#N/A,#N/A,#N/A
3/12/20 1:00,3/12/20 2:00,0.001666667,0.10000002,1,491.00,#N/A,#N/A,#N/A
3/12/20 1:05,3/12/20 2:05,0.001666667,0.10000002,1,491.50,#N/A,#N/A,#N/A
3/12/20 1:10,3/12/20 2:10,0.003333333,0.19999998,1,492.50,#N/A,#N/A,#N/A
3/12/20 1:15,3/12/20 2:15,0.001666667,0.10000002,1,493.00,#N/A,#N/A,#N/A
3/12/20 1:20,3/12/20 2:20,0.001666667,0.10000002,1,493.50,#N/A,#N/A,#N/A
3/12/20 1:25,3/12/20 2:25,0.003333333,0.19999998,1,494.50,#N/A,#N/A,494.500005
3/12/20 1:30,3/12/20 2:30,0.001666667,0.10000002,2,495.00,0.10000002,41,#N/A
3/12/20 1:35,3/12/20 2:35,0.001666667,0.10000002,2,495.50,#N/A,#N/A,#N/A
3/12/20 1:40,3/12/20 2:40,0.001666667,0.10000002,2,496.00,#N/A,#N/A,#N/A
3/12/20 1:45,3/12/20 2:45,0.001666667,0.10000002,2,496.50,#N/A,#N/A,#N/A
3/12/20 1:50,3/12/20 2:50,0.001666667,0.10000002,2,497.00,#N/A,#N/A,#N/A
3/12/20 1:55,3/12/20 2:55,0.003333333,0.19999998,2,498.00,#N/A,#N/A,#N/A
3/12/20 2:00,3/12/20 3:00,0.001666667,0.10000002,2,498.50,#N/A,#N/A,#N/A
3/12/20 2:05,3/12/20 3:05,0.001666667,0.10000002,2,499.00,#N/A,#N/A,#N/A
3/12/20 2:10,3/12/20 3:10,0.001666667,0.10000002,2,499.50,#N/A,#N/A,#N/A
3/12/20 2:15,3/12/20 3:15,0.001666667,0.10000002,2,500.00,#N/A,#N/A,#N/A
3/12/20 2:20,3/12/20 3:20,0.001666667,0.10000002,2,500.50,#N/A,#N/A,#N/A
3/12/20 2:25,3/12/20 3:25,0.001666667,0.10000002,2,501.00,#N/A,#N/A,#N/A
3/12/20 2:30,3/12/20 3:30,0.001666667,0.10000002,2,501.50,#N/A,#N/A,#N/A
3/12/20 2:35,3/12/20 3:35,0.001666667,0.10000002,2,502.00,#N/A,#N/A,#N/A
3/12/20 2:40,3/12/20 3:40,0.001666667,0.10000002,2,502.50,#N/A,#N/A,#N/A
3/12/20 2:45,3/12/20 3:45,0.001666667,0.10000002,2,503.00,#N/A,#N/A,#N/A
3/12/20 2:50,3/12/20 3:50,0.001666667,0.10000002,2,503.50,#N/A,#N/A,#N/A
3/12/20 2:55,3/12/20 3:55,0.001666667,0.10000002,2,504.00,#N/A,#N/A,#N/A
3/12/20 3:00,3/12/20 4:00,0.001666667,0.10000002,2,504.50,#N/A,#N/A,#N/A
3/12/20 3:05,3/12/20 4:05,0.001666667,0.10000002,2,505.00,#N/A,#N/A,#N/A
3/12/20 3:10,3/12/20 4:10,0,0,2,505.00,#N/A,#N/A,#N/A
3/12/20 3:15,3/12/20 4:15,0.001666667,0.10000002,2,505.50,#N/A,#N/A,#N/A
3/12/20 3:20,3/12/20 4:20,0.001666667,0.10000002,2,506.00,#N/A,#N/A,#N/A
3/12/20 3:25,3/12/20 4:25,0.001666667,0.10000002,2,506.50,#N/A,#N/A,#N/A
3/12/20 3:30,3/12/20 4:30,0.001666667,0.10000002,2,507.00,#N/A,#N/A,#N/A
3/12/20 3:35,3/12/20 4:35,0.001666667,0.10000002,2,507.50,#N/A,#N/A,#N/A
3/12/20 3:40,3/12/20 4:40,0,0,2,507.50,#N/A,#N/A,#N/A
3/12/20 3:45,3/12/20 4:45,0.001666667,0.10000002,2,508.00,#N/A,#N/A,#N/A
3/12/20 3:50,3/12/20 4:50,0.001666667,0.10000002,2,508.50,#N/A,#N/A,#N/A
3/12/20 3:55,3/12/20 4:55,0.001666667,0.10000002,2,509.00,#N/A,#N/A,#N/A
3/12/20 4:00,3/12/20 5:00,0,0,2,509.00,#N/A,#N/A,#N/A
3/12/20 4:05,3/12/20 5:05,0.001666667,0.10000002,2,509.50,#N/A,#N/A,509.5000077
3/12/20 4:10,3/12/20 5:10,0.001666667,0.10000002,3,510.00,0.10000002,42,#N/A
3/12/20 4:15,3/12/20 5:15,0,0,3,510.00,#N/A,#N/A,#N/A
3/12/20 4:20,3/12/20 5:20,0.001666667,0.10000002,3,510.50,#N/A,#N/A,#N/A
3/12/20 4:25,3/12/20 5:25,0.001666667,0.10000002,3,511.00,#N/A,#N/A,#N/A
3/12/20 4:30,3/12/20 5:30,0.001666667,0.10000002,3,511.50,#N/A,#N/A,#N/A
3/12/20 4:35,3/12/20 5:35,0,0,3,511.50,#N/A,#N/A,#N/A
3/12/20 4:40,3/12/20 5:40,0.001666667,0.10000002,3,512.00,#N/A,#N/A,#N/A
3/12/20 4:45,3/12/20 5:45,0.001666667,0.10000002,3,512.50,#N/A,#N/A,#N/A
3/12/20 4:50,3/12/20 5:50,0,0,3,512.50,#N/A,#N/A,#N/A
3/12/20 4:55,3/12/20 5:55,0.001666667,0.10000002,3,513.00,#N/A,#N/A,#N/A
3/12/20 5:00,3/12/20 6:00,0.001666667,0.10000002,3,513.50,#N/A,#N/A,#N/A
3/12/20 5:05,3/12/20 6:05,0,0,3,513.50,#N/A,#N/A,#N/A
3/12/20 5:10,3/12/20 6:10,0.001666667,0.10000002,3,514.00,#N/A,#N/A,#N/A
3/12/20 5:15,3/12/20 6:15,0,0,3,514.00,#N/A,#N/A,#N/A
3/12/20 5:20,3/12/20 6:20,0.001666667,0.10000002,3,514.50,#N/A,#N/A,#N/A
3/12/20 5:25,3/12/20 6:25,0.001666667,0.10000002,3,515.00,#N/A,#N/A,#N/A
3/12/20 5:30,3/12/20 6:30,0,0,3,515.00,#N/A,#N/A,#N/A
3/12/20 5:35,3/12/20 6:35,0.001666667,0.10000002,3,515.50,#N/A,#N/A,#N/A
3/12/20 5:40,3/12/20 6:40,0,0,3,515.50,#N/A,#N/A,#N/A
3/12/20 5:45,3/12/20 6:45,0.001666667,0.10000002,3,516.00,#N/A,#N/A,#N/A
3/12/20 5:50,3/12/20 6:50,0,0,3,516.00,#N/A,#N/A,#N/A
3/12/20 5:55,3/12/20 6:55,0.001666667,0.10000002,3,516.50,#N/A,#N/A,#N/A
3/12/20 6:00,3/12/20 7:00,0.001666667,0.10000002,3,517.00,#N/A,#N/A,#N/A
3/12/20 6:05,3/12/20 7:05,0,0,3,517.00,#N/A,#N/A,#N/A
3/12/20 6:10,3/12/20 7:10,0.001666667,0.10000002,3,517.50,#N/A,#N/A,#N/A
3/12/20 6:15,3/12/20 7:15,0,0,3,517.50,#N/A,#N/A,#N/A
3/12/20 6:20,3/12/20 7:20,0.001666667,0.10000002,3,518.00,#N/A,#N/A,#N/A
3/12/20 6:25,3/12/20 7:25,0,0,3,518.00,#N/A,#N/A,#N/A
3/12/20 6:30,3/12/20 7:30,0.001666667,0.10000002,3,518.50,#N/A,#N/A,#N/A
3/12/20 6:35,3/12/20 7:35,0,0,3,518.50,#N/A,#N/A,#N/A
3/12/20 6:40,3/12/20 7:40,0.001666667,0.10000002,3,519.00,#N/A,#N/A,#N/A
3/12/20 6:45,3/12/20 7:45,0,0,3,519.00,#N/A,#N/A,#N/A
3/12/20 6:50,3/12/20 7:50,0.001666667,0.10000002,3,519.50,#N/A,#N/A,#N/A
3/12/20 6:55,3/12/20 7:55,0,0,3,519.50,#N/A,#N/A,#N/A
3/12/20 7:00,3/12/20 8:00,0.001666667,0.10000002,3,520.00,#N/A,#N/A,#N/A
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
