Date/Time,Actual time (daylight savings adj),Q_402_litsec_Avg,Q (l/min),Sample_Count(402),Total Volume (L),sample point,Sample number,Vol 
5/19/20 15:05,5/19/20 16:05,0.05,3,4,224.499996,#N/A,#N/A,#N/A
5/19/20 15:10,5/19/20 16:10,0.06333333,3.7999998,4,247.999995,3.7999998,5,247.999995
5/19/20 15:15,5/19/20 16:15,0.06833334,4.1000004,5,271.999995,#N/A,#N/A,#N/A
5/19/20 15:20,5/19/20 16:20,0.075,4.5,5,296.499993,4.5000000,6,296.499993
5/19/20 15:25,5/19/20 16:25,0.07833333,4.6999998,6,316.499994,#N/A,#N/A,#N/A
5/19/20 15:30,5/19/20 16:30,0.08,4.8,6,332.999994,4.8000000,7,332.999994
5/19/20 15:35,5/19/20 16:35,0.08166666,4.8999996,7,347.999994,4.8999996,8,347.999994
5/19/20 15:40,5/19/20 16:40,0.06666667,4.0000002,8,366.999993,#N/A,#N/A,#N/A
5/19/20 15:45,5/19/20 16:45,0.055,3.3,8,390.499992,#N/A,#N/A,#N/A
5/19/20 15:50,5/19/20 16:50,0.05,3,8,415.499994,3.0000000,9,415.499994
5/19/20 15:55,5/19/20 16:55,0.06333333,3.7999998,9,440.999994,#N/A,#N/A,#N/A
5/19/20 16:00,5/19/20 17:00,0.07833333,4.6999998,10,467.499993,#N/A,#N/A,#N/A
5/19/20 16:05,5/19/20 17:05,0.08333334,5.0000004,10,494.499993,5.0000004,11,494.499993
5/19/20 16:10,5/19/20 17:10,0.085,5.1,11,521.499993,5.1000000,12,521.499993
5/19/20 16:15,5/19/20 17:15,0.08833333,5.2999998,12,548.999994,#N/A,#N/A,#N/A
5/19/20 16:20,5/19/20 17:20,0.09,5.4,12,572.999994,5.4000000,13,572.999994
5/19/20 16:25,5/19/20 17:25,0.09,5.4,13,591.499995,5.4000000,14,591.499995
5/19/20 16:30,5/19/20 17:30,0.09166667,5.5000002,14,607.499994,#N/A,#N/A,#N/A
5/19/20 16:35,5/19/20 17:35,0.08,4.8,14,625.999995,4.8000000,15,625.999995
5/19/20 16:40,5/19/20 17:40,0.06166667,3.7000002,15,648.999996,#N/A,#N/A,#N/A
5/19/20 16:45,5/19/20 17:45,0.05333333,3.1999998,15,674.999997,3.1999998,16,674.999997
5/19/20 16:50,5/19/20 17:50,0.06166667,3.7000002,16,702.499998,#N/A,#N/A,#N/A
5/19/20 16:55,5/19/20 17:55,0.07666667,4.6000002,16,730.999998,4.6000002,17,730.999998
5/19/20 17:00,5/19/20 18:00,0.08666667,5.2000002,17,759.499998,5.2000002,18,759.499998
5/19/20 17:05,5/19/20 18:05,0.09166667,5.5000002,18,786.999999,#N/A,#N/A,#N/A
5/19/20 17:10,5/19/20 18:10,0.095,5.7,18,809.499999,5.7000000,19,809.499999
5/19/20 17:15,5/19/20 18:15,0.095,5.7,19,826.999998,5.7000000,20,826.999998
5/19/20 17:20,5/19/20 18:20,0.09166667,5.5000002,20,841.999998,#N/A,#N/A,#N/A
5/19/20 17:25,5/19/20 18:25,0.075,4.5,20,856.499997,4.5000000,21,856.499997
5/19/20 17:30,5/19/20 18:30,0.05833333,3.4999998,21,874.499997,#N/A,#N/A,#N/A
5/19/20 17:35,5/19/20 18:35,0.05,3,21,896.499996,#N/A,#N/A,#N/A
5/19/20 17:40,5/19/20 18:40,0.04833333,2.8999998,21,921.999996,2.8999998,22,921.999996
5/19/20 17:45,5/19/20 18:45,0.06,3.6,22,949.499997,#N/A,#N/A,#N/A
5/19/20 17:50,5/19/20 18:50,0.07333333,4.3999998,22,973.999995,4.3999998,23,973.999995
5/19/20 17:55,5/19/20 18:55,0.085,5.1,23,993.499995,5.1000000,24,993.499995
5/19/20 18:00,5/19/20 19:00,0.09166667,5.5000002,24,1009.499994,#N/A,#N/A,#N/A
5/19/20 18:05,5/19/20 19:05,0.08166666,4.8999996,24,1025.499993,4.8999996,25,1025.499993
5/19/20 18:10,5/19/20 19:10,0.065,3.9,25,1043.499993,#N/A,#N/A,#N/A
5/19/20 18:15,5/19/20 19:15,0.05333333,3.1999998,25,1063.999995,#N/A,#N/A,#N/A
5/19/20 18:20,5/19/20 19:20,0.05333333,3.1999998,25,1084.999995,3.1999998,26,1084.999995
5/19/20 18:25,5/19/20 19:25,0.06,3.6,26,1102.499994,#N/A,#N/A,#N/A
5/19/20 18:30,5/19/20 19:30,0.06833334,4.1000004,26,1117.499994,4.1000004,27,1117.499994
5/19/20 18:35,5/19/20 19:35,0.07,4.2,27,1130.499993,#N/A,#N/A,#N/A
5/19/20 18:40,5/19/20 19:40,0.05833333,3.4999998,27,1142.499993,#N/A,#N/A,#N/A
5/19/20 18:45,5/19/20 19:45,0.05,3,27,1154.499993,3.0000000,28,1154.499993
5/19/20 18:50,5/19/20 19:50,0.04333333,2.5999998,28,1165.499994,#N/A,#N/A,#N/A
5/19/20 18:55,5/19/20 19:55,0.04,2.4,28,1175.999994,#N/A,#N/A,#N/A
5/19/20 19:00,5/19/20 20:00,0.04,2.4,28,1185.999996,2.4000000,29,1185.999996
5/19/20 19:05,5/19/20 20:05,0.03666667,2.2000002,29,1194.999996,#N/A,#N/A,#N/A
5/19/20 19:10,5/19/20 20:10,0.035,2.1,29,1203.999996,#N/A,#N/A,#N/A
5/19/20 19:15,5/19/20 20:15,0.03333334,2.0000004,29,1211.999997,#N/A,#N/A,#N/A
5/19/20 19:20,5/19/20 20:20,0.03,1.8,29,1219.499997,#N/A,#N/A,#N/A
5/19/20 19:25,5/19/20 20:25,0.03,1.8,29,1226.999997,1.8000000,30,1226.999997
5/19/20 19:30,5/19/20 20:30,0.02666667,1.6000002,30,1233.499998,#N/A,#N/A,#N/A
5/19/20 19:35,5/19/20 20:35,0.025,1.5,30,1239.499998,#N/A,#N/A,#N/A
5/19/20 19:40,5/19/20 20:40,0.025,1.5,30,1245.499998,#N/A,#N/A,#N/A
5/19/20 19:45,5/19/20 20:45,0.02166667,1.3000002,30,1250.499999,#N/A,#N/A,#N/A
5/19/20 19:50,5/19/20 20:50,0.02,1.2,30,1255.5,#N/A,#N/A,#N/A
5/19/20 19:55,5/19/20 20:55,0.02,1.2,30,1260,#N/A,#N/A,#N/A
5/19/20 20:00,5/19/20 21:00,0.01666667,1.0000002,30,1264.5,1.0000002,31,1264.5
5/19/20 20:05,5/19/20 21:05,0.01666667,1.0000002,31,1268.499999,#N/A,#N/A,#N/A
5/19/20 20:10,5/19/20 21:10,0.015,0.9,31,1272.499998,#N/A,#N/A,#N/A
5/19/20 20:15,5/19/20 21:15,0.015,0.9,31,1275.999999,#N/A,#N/A,#N/A
5/19/20 20:20,5/19/20 21:20,0.01333333,0.7999998,31,1279.5,#N/A,#N/A,#N/A
5/19/20 20:25,5/19/20 21:25,0.01333333,0.7999998,31,1283.000001,#N/A,#N/A,#N/A
5/19/20 20:30,5/19/20 21:30,0.01166667,0.7000002,31,1286.000001,#N/A,#N/A,#N/A
5/19/20 20:35,5/19/20 21:35,0.01166667,0.7000002,31,1289.000001,#N/A,#N/A,#N/A
5/19/20 20:40,5/19/20 21:40,0.01166667,0.7000002,31,1291.500001,#N/A,#N/A,#N/A
5/19/20 20:45,5/19/20 21:45,0.01,0.6,31,1294.500001,#N/A,#N/A,#N/A
5/19/20 20:50,5/19/20 21:50,0.01,0.6,31,1297.000001,#N/A,#N/A,#N/A
5/19/20 20:55,5/19/20 21:55,0.008333334,0.50000004,31,1299.500002,#N/A,#N/A,#N/A
5/19/20 21:00,5/19/20 22:00,0.01,0.6,31,1302.500002,0.6000000,32,1302.500002
5/19/20 21:05,5/19/20 22:05,0.008333334,0.50000004,32,1305.000002,#N/A,#N/A,#N/A
5/19/20 21:10,5/19/20 22:10,0.008333334,0.50000004,32,1307.500002,#N/A,#N/A,#N/A
5/19/20 21:15,5/19/20 22:15,0.01,0.6,32,1309.000002,#N/A,#N/A,#N/A
5/19/20 21:20,5/19/20 22:20,0.008333334,0.50000004,32,1310.500002,#N/A,#N/A,#N/A
5/19/20 21:25,5/19/20 22:25,0.008333334,0.50000004,32,1312.000002,#N/A,#N/A,#N/A
5/19/20 21:30,5/19/20 22:30,0.005,0.3,32,1313.000002,#N/A,#N/A,#N/A
5/19/20 21:35,5/19/20 22:35,0.005,0.3,32,1314.500002,#N/A,#N/A,#N/A
5/19/20 21:40,5/19/20 22:40,0.005,0.3,32,1315.500002,#N/A,#N/A,#N/A
5/19/20 21:45,5/19/20 22:45,0.003333333,0.19999998,32,1316.500002,#N/A,#N/A,#N/A
5/19/20 21:50,5/19/20 22:50,0.005,0.3,32,1317.500002,#N/A,#N/A,#N/A
5/19/20 21:55,5/19/20 22:55,0.003333333,0.19999998,32,1318.500002,#N/A,#N/A,#N/A
5/19/20 22:00,5/19/20 23:00,0.003333333,0.19999998,32,1319.000002,#N/A,#N/A,#N/A
5/19/20 22:05,5/19/20 23:05,0.003333333,0.19999998,32,1320.000002,#N/A,#N/A,#N/A
5/19/20 22:10,5/19/20 23:10,0.003333333,0.19999998,32,1321.000001,#N/A,#N/A,#N/A
5/19/20 22:15,5/19/20 23:15,0.001666667,0.10000002,32,1321.500002,#N/A,#N/A,#N/A
5/19/20 22:20,5/19/20 23:20,0.003333333,0.19999998,32,1322.000002,#N/A,#N/A,#N/A
5/19/20 22:25,5/19/20 23:25,0.003333333,0.19999998,32,1323.000002,#N/A,#N/A,#N/A
5/19/20 22:30,5/19/20 23:30,0.001666667,0.10000002,32,1323.500002,#N/A,#N/A,#N/A
5/19/20 22:35,5/19/20 23:35,0.001666667,0.10000002,32,1324.000002,#N/A,#N/A,#N/A
5/19/20 22:40,5/19/20 23:40,0.003333333,0.19999998,32,1324.500002,#N/A,#N/A,#N/A
5/19/20 22:45,5/19/20 23:45,0.001666667,0.10000002,32,1325.000002,#N/A,#N/A,#N/A
5/19/20 22:50,5/19/20 23:50,0.001666667,0.10000002,32,1325.000002,#N/A,#N/A,#N/A
5/19/20 22:55,5/19/20 23:55,0.001666667,0.10000002,32,1325.500002,#N/A,#N/A,#N/A
5/19/20 23:00,5/20/20 0:00,0.001666667,0.10000002,32,1326.000002,#N/A,#N/A,#N/A
5/19/20 23:05,5/20/20 0:05,0,0,32,1326.500002,#N/A,#N/A,#N/A
5/19/20 23:10,5/20/20 0:10,0.001666667,0.10000002,32,1326.500002,#N/A,#N/A,#N/A
5/19/20 23:15,5/20/20 0:15,0.001666667,0.10000002,32,1327.000002,#N/A,#N/A,#N/A
5/19/20 23:20,5/20/20 0:20,0.001666667,0.10000002,32,1327.000002,#N/A,#N/A,#N/A
5/19/20 23:25,5/20/20 0:25,0,0,32,1327.500002,#N/A,#N/A,#N/A
5/19/20 23:30,5/20/20 0:30,0.001666667,0.10000002,32,1327.500002,#N/A,#N/A,#N/A
5/19/20 23:35,5/20/20 0:35,0,0,32,1328.000003,#N/A,#N/A,#N/A
5/19/20 23:40,5/20/20 0:40,0.001666667,0.10000002,32,1328.000003,#N/A,#N/A,#N/A
5/19/20 23:45,5/20/20 0:45,0,0,32,1328.500003,#N/A,#N/A,#N/A
5/19/20 23:50,5/20/20 0:50,0.001666667,0.10000002,32,1328.500003,#N/A,#N/A,#N/A
5/19/20 23:55,5/20/20 0:55,0,0,32,1328.500003,#N/A,#N/A,#N/A
5/20/20 0:00,5/20/20 1:00,0.001666667,0.10000002,32,1328.500003,#N/A,#N/A,#N/A
5/20/20 0:05,5/20/20 1:05,0,0,32,1329.000003,#N/A,#N/A,#N/A
5/20/20 0:10,5/20/20 1:10,0,0,32,1329.000003,#N/A,#N/A,#N/A
5/20/20 0:15,5/20/20 1:15,0,0,32,1329.000003,#N/A,#N/A,#N/A
5/20/20 0:20,5/20/20 1:20,0.001666667,0.10000002,32,1329.000003,#N/A,#N/A,#N/A
5/20/20 0:25,5/20/20 1:25,0,0,32,1329.500003,#N/A,#N/A,#N/A
5/20/20 0:30,5/20/20 1:30,0,0,32,1329.500003,#N/A,#N/A,#N/A
5/20/20 0:35,5/20/20 1:35,0,0,32,1329.500003,#N/A,#N/A,#N/A
5/20/20 0:40,5/20/20 1:40,0.001666667,0.10000002,32,1329.500003,#N/A,#N/A,#N/A
5/20/20 0:45,5/20/20 1:45,0,0,32,1329.500003,#N/A,#N/A,#N/A
5/20/20 0:50,5/20/20 1:50,0,0,32,1329.500003,#N/A,#N/A,#N/A
5/20/20 0:55,5/20/20 1:55,0,0,32,1330.000003,#N/A,#N/A,#N/A
5/20/20 1:00,5/20/20 2:00,0,0,32,1330.000003,#N/A,#N/A,#N/A
5/20/20 1:05,5/20/20 2:05,0,0,32,1330.000003,#N/A,#N/A,#N/A
5/20/20 1:10,5/20/20 2:10,0.001666667,0.10000002,32,1330.000003,#N/A,#N/A,#N/A
5/20/20 1:15,5/20/20 2:15,0,0,32,1330.000003,#N/A,#N/A,#N/A
5/20/20 1:20,5/20/20 2:20,0,0,32,1330.000003,#N/A,#N/A,#N/A
5/20/20 1:25,5/20/20 2:25,0,0,32,1330.000003,#N/A,#N/A,#N/A
5/20/20 1:30,5/20/20 2:30,0,0,32,1330.000003,#N/A,#N/A,#N/A
5/20/20 1:35,5/20/20 2:35,0,0,32,1330.000003,#N/A,#N/A,#N/A
5/20/20 1:40,5/20/20 2:40,0,0,32,1330.000003,#N/A,#N/A,#N/A
5/20/20 1:45,5/20/20 2:45,0,0,32,1330.000003,#N/A,#N/A,#N/A
5/20/20 1:50,5/20/20 2:50,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 1:55,5/20/20 2:55,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 2:00,5/20/20 3:00,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 2:05,5/20/20 3:05,0.001666667,0.10000002,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 2:10,5/20/20 3:10,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 2:15,5/20/20 3:15,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 2:20,5/20/20 3:20,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 2:25,5/20/20 3:25,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 2:30,5/20/20 3:30,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 2:35,5/20/20 3:35,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 2:40,5/20/20 3:40,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 2:45,5/20/20 3:45,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 2:50,5/20/20 3:50,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 2:55,5/20/20 3:55,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 3:00,5/20/20 4:00,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 3:05,5/20/20 4:05,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 3:10,5/20/20 4:10,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 3:15,5/20/20 4:15,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 3:20,5/20/20 4:20,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 3:25,5/20/20 4:25,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 3:30,5/20/20 4:30,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 3:35,5/20/20 4:35,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 3:40,5/20/20 4:40,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 3:45,5/20/20 4:45,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 3:50,5/20/20 4:50,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 3:55,5/20/20 4:55,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 4:00,5/20/20 5:00,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 4:05,5/20/20 5:05,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 4:10,5/20/20 5:10,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 4:15,5/20/20 5:15,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 4:20,5/20/20 5:20,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 4:25,5/20/20 5:25,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 4:30,5/20/20 5:30,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 4:35,5/20/20 5:35,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 4:40,5/20/20 5:40,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 4:45,5/20/20 5:45,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 4:50,5/20/20 5:50,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 4:55,5/20/20 5:55,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 5:00,5/20/20 6:00,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 5:05,5/20/20 6:05,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 5:10,5/20/20 6:10,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 5:15,5/20/20 6:15,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 5:20,5/20/20 6:20,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 5:25,5/20/20 6:25,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 5:30,5/20/20 6:30,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 5:35,5/20/20 6:35,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 5:40,5/20/20 6:40,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 5:45,5/20/20 6:45,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 5:50,5/20/20 6:50,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 5:55,5/20/20 6:55,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 6:00,5/20/20 7:00,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 6:05,5/20/20 7:05,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 6:10,5/20/20 7:10,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 6:15,5/20/20 7:15,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 6:20,5/20/20 7:20,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 6:25,5/20/20 7:25,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 6:30,5/20/20 7:30,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 6:35,5/20/20 7:35,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 6:40,5/20/20 7:40,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 6:45,5/20/20 7:45,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 6:50,5/20/20 7:50,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 6:55,5/20/20 7:55,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 7:00,5/20/20 8:00,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 7:05,5/20/20 8:05,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 7:10,5/20/20 8:10,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 7:15,5/20/20 8:15,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 7:20,5/20/20 8:20,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 7:25,5/20/20 8:25,0,0,32,1330.500003,#N/A,#N/A,#N/A
5/20/20 7:30,5/20/20 8:30,0,0,32,1330.500003,#N/A,#N/A,#N/A
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
